id,low_path,low_error,brightness_low,contrast_low,colorfulness_low,saturation_low,edge_sharpness_low,high_path,high_error,brightness_high,contrast_high,colorfulness_high,saturation_high,edge_sharpness_high,valid_pair,brightness_delta,brightness_ratio,contrast_delta,contrast_ratio,colorfulness_delta,colorfulness_ratio,saturation_delta,saturation_ratio,edge_sharpness_delta,edge_sharpness_ratio
1552,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1552.jpg,,198.99020833333333,37.50212366151101,42.037783984332094,0.1140348072336177,533.9315010570824,/localhome/local-lintran/MLA2/data/raw/original/images/1552.jpg,,199.0421055555556,40.81594424854053,50.47924568138461,0.1088606220019117,29.62773408369809,True,0.05189722222226578,1.0002608028940567,3.313820587029525,1.0883635448738747,8.441461697052517,1.2008065339552327,-0.005174185231705999,0.9546262640572024,-504.3037669733843,0.055489766056209144
1555,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1555.jpg,,179.54958333333337,41.741776134064885,86.64280078876173,0.2385818945847636,178.2423890063425,/localhome/local-lintran/MLA2/data/raw/original/images/1555.jpg,,179.5701650462963,42.41970102130198,87.5404217079035,0.2346523689608422,3.749963755529308,True,0.020581712962922438,1.000114629689364,0.6779248872370971,1.016240920967516,0.8976209191417723,1.0103600173467406,-0.003929525623921376,0.9835296570564985,-174.4924252508132,0.02103856314109362
1565,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1565.jpg,,184.19875,28.90664713240711,46.3342571015245,0.3081894857965535,137.0142706131078,/localhome/local-lintran/MLA2/data/raw/original/images/1565.jpg,,184.1895247685185,30.957884848569726,47.733940624856345,0.3093489096711754,32.89776824382223,True,-0.009225231481480023,0.9999499169702212,2.0512377161626176,1.070960762303802,1.399683523331845,1.0302083946282974,0.0011594238746219232,1.0037620487656327,-104.11650236928558,0.24010468469169066
1573,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1573.jpg,,220.193125,66.47497331879401,17.440673614029677,0.0433562425797727,467.776532769556,/localhome/local-lintran/MLA2/data/raw/original/images/1573.jpg,,220.56275527263372,67.75088608364749,18.06315908041461,0.0426624519977673,30.99811028739848,True,0.36963027263371373,1.001678664002946,1.275912764853473,1.0191938815640373,0.6224854663849335,1.0356915954143073,-0.000693790582005395,0.9839979080122345,-436.7784224821575,0.06626692045423598
1583,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1583.jpg,,183.54791666666668,96.4880724269053,23.08436609875661,0.1276227770543874,651.5399577167019,/localhome/local-lintran/MLA2/data/raw/original/images/1583.jpg,,183.7693949331276,97.75711494993614,23.45226049600394,0.1248791234080528,33.274710735292224,True,0.22147826646090607,1.0012066509415256,1.2690425230308335,1.0131523253715344,0.36789439724732986,1.0159369503876974,-0.0027436536463346095,0.9785018496724501,-618.2652469814096,0.051070867321633254
1603,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1603.jpg,,170.1891666666667,101.35292529558396,23.74659778000245,0.2182637781498927,864.0843551797041,/localhome/local-lintran/MLA2/data/raw/original/images/1603.jpg,,170.57782664609053,103.05727458813249,27.588514531326304,0.2264091768708883,36.99281664671738,True,0.388659979423835,1.0022836940037732,1.7043492925485282,1.016815985207906,3.841916751323854,1.1617880922108017,0.008145398720995595,1.0373190585723377,-827.0915385329866,0.04281158017150301
1607,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1607.jpg,,156.6545833333333,95.18816376346231,20.34156558164833,0.2011619130245446,1019.5437632135306,/localhome/local-lintran/MLA2/data/raw/original/images/1607.jpg,,157.1862750771605,97.25457707672363,20.670634653966665,0.202804932833969,46.755463853173225,True,0.5316917438271958,1.0033940388625326,2.0664133132613216,1.021708721248119,0.3290690723183367,1.016177175301355,0.001643019809424412,1.008167648560908,-972.7882993603574,0.04585920245915023
1609,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1609.jpg,,192.328125,77.75328530455187,75.70047588057822,0.2507332786352271,723.661733615222,/localhome/local-lintran/MLA2/data/raw/original/images/1609.jpg,,192.82456597222225,79.37834046653947,76.4118150845707,0.2499926544807239,28.42249121587706,True,0.4964409722222456,1.002581218801058,1.6250551619876035,1.0209001478924322,0.7113392039924804,1.0093967600033935,-0.0007406241545031833,0.997046167311597,-695.239242399345,0.039275935006105454
1636,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1636.jpg,,234.86666666666667,48.9693242981994,7.829243919256968,0.0076309941013282,793.5020084566596,/localhome/local-lintran/MLA2/data/raw/original/images/1636.jpg,,234.99718428497945,51.93252648898923,8.585197548593861,0.0079556904902934,54.89104856043348,True,0.13051761831277986,1.0005557094166029,2.963202190789829,1.060511396333455,0.7559536293368927,1.096555125518255,0.00032469638896519964,1.0425496841766246,-738.6109598962262,0.06917568950732099
1642,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1642.jpg,,232.30541666666667,47.87208272044423,43.13901793372996,0.070371385473553,575.2297040169133,/localhome/local-lintran/MLA2/data/raw/original/images/1642.jpg,,232.45659014917692,49.67117922006282,44.939683538314846,0.0693296772622727,31.64347272095448,True,0.1511734825102451,1.000650753153669,1.7990964996185852,1.037581329187716,1.8006656045848857,1.0417409966854383,-0.0010417082112803011,0.9851969915858514,-543.5862312959588,0.05501015072758496
