source,source_id,source_group_id,source_title,source_article_type,source_label,label_evidence,label_strength,source_url,image_url,original_path,original_sha256,width,height,rights_basis,source_record_id,source_category_path,source_specs,attribution,license_url,dataset_url,source_category,source_brand,image_format,main_image_id,source_model_number,mixed_use,visual_qa_flags,external_id,visual_decision,visual_flags,selection_reason,file_sha256,pixel_sha256,view_pixel_sha256,crop_pixel_sha256,dhash_hex,ahash_hex,view_dhash_hex,view_ahash_hex,crop_dhash_hex,crop_ahash_hex,original_width,original_height,external_group_id,teacher_overlap,admission_reason,accepted
flipkart_party,BRAEBG4DCHJMRYZZ,flipkart_meta_0465ec6a592bec9e,Glus Fillet Women's Plunge Bra,Bra,Party,"[""Party""]",source_exact_occasion,http://www.flipkart.com/glus-fillet-women-s-plunge-bra/p/itmebg4dshe7cbhv?pid=BRAEBG4DCHJMRYZZ,http://img6a.flixcart.com/image/bra/u/g/z/gp1378agr-glus-34b-original-imaebhdmr2nmfdch.jpeg,data/external/rare_usage_20260906/flipkart_party/originals/BRAEBG4DCHJMRYZZ.image,e18d88af69718a084d61cb77716222609931e141f26bf7a8a283ec3efc727f74,1500,1000,Publisher metadata CC BY-SA 4.0; remote photo rights scope not established,42b9ce9ddc2735d6da719841be80aaa3,"Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Glus Bras","[{""key"": ""Brand Color"", ""value"": ""Grey""}, {""key"": ""color"", ""value"": ""Grey""}, {""key"": ""Pattern"", ""value"": ""Striped""}, {""key"": ""Ideal For"", ""value"": ""Women's""}, {""key"": ""Occasion"", ""value"": ""Party""}, {""key"": ""Wire Support"", ""value"": ""Underwire""}, {""key"": ""Inner Lining"", ""value"": ""Polycotton""}, {""key"": ""Straps"", ""value"": ""Multiway""}, {""key"": ""Detachable Straps"", ""value"": ""Yes""}, {""key"": ""Other Bra Details"", ""value"": ""Perfect T-Shirt Bra""}, {""key"": ""Number of Contents in Sales Package"", ""value"": ""Pack of 1""}, {""key"": ""Cup Type"", ""value"": ""Soft Padded Cups""}, {""key"": ""Fabric"", ""value"": ""Polyamide, Elastane""}, {""key"": ""Type"", ""value"": ""Plunge Bra""}, {""key"": ""Seam Type"", ""value"": ""Seamless""}, {""key"": ""Design"", ""value"": ""Plung Neck Balconette Underwire Bra""}, {""value"": ""Gentle Machine Wash in Lukewarm Water, Do Not Bleach""}, {""value"": ""No Seamline- No Show Through. Perfect Finish -T-Shirt Bra .Balconette Underwire Plung Neck Bra .Detachable Straps To Wear It Regular and Criss Cross Way.""}, {""value"": ""Bra""}]","Flipkart Products, PromptCloud / PromptCloudHQ, version 1, via Kaggle",https://creativecommons.org/licenses/by-sa/4.0/,https://www.kaggle.com/datasets/PromptCloudHQ/flipkart-products,,,,,,,,flipkart_party:BRAEBG4DCHJMRYZZ,keep,single_product_presentation,,e18d88af69718a084d61cb77716222609931e141f26bf7a8a283ec3efc727f74,ab7e04b933da82822ae4dc10f05fb3abaf85fe1a6eb231a88991a4d9bd3602ae,40d956e5b586ae9b10fc60b1d44480466051ca216c7526925bde43cc7daf82bf,75fc49151c903573fa7ace12747c2e1d078f5e4d7576ef9fccb04f5fb7e74a2d,2b2b232b33333333,ffffffffdb818183,00202b2333330002,ffffffff8181ffff,5444404471717171,ffffffffbc080008,1500,1000,external_family_586d13c951d93b15f8d9,False,,True
flipkart_party,BZREHJ6ZXZ9YWZFB,flipkart_meta_0b4e5cf89a9ca99c,Blackberrys Self Design Single Breasted Party Men's Blazer,Blazers,Party,"[""Party""]",source_exact_occasion,http://www.flipkart.com/blackberrys-self-design-single-breasted-party-men-s-blazer/p/itmehj6zkfypdmhb?pid=BZREHJ6ZXZ9YWZFB,http://img6a.flixcart.com/image/blazer/z/f/b/nl-hublot2-bler28l-blackberrys-40-1000x1000-imaehj4n5zphkfrw.jpeg,data/external/rare_usage_20260906/flipkart_party/originals/BZREHJ6ZXZ9YWZFB.image,5cb39dddeda04a524ef782989c0eb4098bc5ff5b4782c95d864ce19dfe639948,650,1000,Publisher metadata CC BY-SA 4.0; remote photo rights scope not established,96cbaf12abab40af6bcb5089f65964c6,Clothing >> Men's Clothing >> Suits & Blazers >> Blazers >> Blackberrys Blazers >> Blackberrys Self Design Single Breasted Party Me...,"[{""key"": ""Pattern"", ""value"": ""Self Design""}, {""key"": ""Ideal For"", ""value"": ""Men's""}, {""key"": ""Occasion"", ""value"": ""Party""}, {""key"": ""Sleeve"", ""value"": ""Full Sleeve""}, {""key"": ""Number of Contents in Sales Package"", ""value"": ""Pack of 1""}, {""key"": ""Fabric"", ""value"": ""87% Polyester, 13% Rayon""}, {""key"": ""Type"", ""value"": ""Single Breasted""}, {""value"": ""Dry Clean Only""}, {""key"": ""Style Code"", ""value"": ""NL-HUBLOT2:BLER28L""}, {""value"": ""1 Blazer""}]","Flipkart Products, PromptCloud / PromptCloudHQ, version 1, via Kaggle",https://creativecommons.org/licenses/by-sa/4.0/,https://www.kaggle.com/datasets/PromptCloudHQ/flipkart-products,,,,,,,,flipkart_party:BZREHJ6ZXZ9YWZFB,keep,model_worn_outfit_context,,5cb39dddeda04a524ef782989c0eb4098bc5ff5b4782c95d864ce19dfe639948,fd819185178dbee8abe9136ebd5933888d4ac02a083449399fa29098c1b97b91,66c2c3b8ee00dcbbeb592e65d6a85345f02c5ee509f34b1f6fdadd9416aa92b6,cc0b9a704a3208839cb7a696abe185f74676dace138c7f99aa4a49ff798088db,4d4c173335339796,e7ffc3818181c3c3,4d4d973333139696,e7ffc3c18181c3c3,4f0c133133139b9b,e7ffc1818089c1c1,650,1000,external_family_7b486b90bcf5e522e0b3,False,,True
flipkart_party,SNDEHZKGKGHDFG57,flipkart_meta_35284750f34786e4,Funku Fashion Women Heels,Heels,Party,"[""Party""]",source_exact_occasion,http://www.flipkart.com/funku-fashion-women-heels/p/itmehzkgcmjh5jzy?pid=SNDEHZKGKGHDFG57,http://img6a.flixcart.com/image/sandal/7/r/r/gold-ff-d-1004-funku-fashion-41-original-imaehzk2pc5mhwdy.jpeg,data/external/rare_usage_20260906/flipkart_party/originals/SNDEHZKGKGHDFG57.image,3ea7e285b916eb50dd598bfc2214676df0f56d494d8846a185d0cbe724e34c91,1437,1598,Publisher metadata CC BY-SA 4.0; remote photo rights scope not established,203f3118ce1eeefcf778cc67c557c04a,Footwear >> Women's Footwear >> Heels >> Funku Fashion Women Heels,"[{""key"": ""Ideal For"", ""value"": ""Women""}, {""key"": ""Occasion"", ""value"": ""Party""}, {""key"": ""Sole Material"", ""value"": ""Sheet""}, {""key"": ""Number of Contents in Sales Package"", ""value"": ""Pack of 1""}, {""key"": ""Weight"", ""value"": ""400 g (per single Sandal) - Weight of the product may vary depending on size.""}, {""key"": ""Type"", ""value"": ""Heels""}, {""key"": ""Inner Material"", ""value"": ""Synthetic""}, {""key"": ""Heel Height"", ""value"": ""4 inch""}, {""key"": ""Outer Material"", ""value"": ""Artificial Leather""}, {""key"": ""Insole Material"", ""value"": ""Sheet""}, {""key"": ""Color"", ""value"": ""Gold""}, {""value"": ""2 Sandals""}]","Flipkart Products, PromptCloud / PromptCloudHQ, version 1, via Kaggle",https://creativecommons.org/licenses/by-sa/4.0/,https://www.kaggle.com/datasets/PromptCloudHQ/flipkart-products,,,,,,,,flipkart_party:SNDEHZKGKGHDFG57,keep,single_product_presentation,,3ea7e285b916eb50dd598bfc2214676df0f56d494d8846a185d0cbe724e34c91,e1926b9d622ef5df2de945271224167978a687da58bdd5075a1a1a45ea89b8a6,235d2f0636c3eb71fa3f20a1944ba6cf5220135e23d2073edab89ae46a2bdb10,eaf051d69a71666f4a37831168f52d781fbb90885c286d30617d4539086107e7,38ca693673535903,1fef0f0f1108e4f9,709a483e73530b43,ff0f0f0f0100e1ff,30ca691e73535c03,1fef0f0f1108eef1,1437,1598,external_family_28a99556cf2a7ae361a0,False,,True
flipkart_party,CAPE8HYQSXRDAGGC,flipkart_meta_354843c029b983b2,Truk Fit Self Design Truck Cap,Caps,Party,"[""Party""]",source_exact_occasion,http://www.flipkart.com/truk-fit-self-design-truck-cap/p/itme8hyqvkd6ztsd?pid=CAPE8HYQSXRDAGGC,http://img5a.flixcart.com/image/cap/g/g/c/1-1-trukfit-trukfit-free-original-imae8jtzuvncvffj.jpeg,data/external/rare_usage_20260906/flipkart_party/originals/CAPE8HYQSXRDAGGC.image,2f7c6bef01515a107404de2f4f6b5e9fc05c05e972067348ce9f0d5ef729a065,729,532,Publisher metadata CC BY-SA 4.0; remote photo rights scope not established,bce78e928043701f8028796c26f2ecd4,Clothing >> Men's Clothing >> Accessories & Combo Sets >> Caps >> Truk Fit Caps,"[{""key"": ""Fastener"", ""value"": ""Adjustable Strap At Back""}, {""key"": ""Number of Contents in Sales Package"", ""value"": ""Pack of 1""}, {""key"": ""Fabric"", ""value"": ""Cotton""}, {""key"": ""Type"", ""value"": ""Truck""}, {""key"": ""Design"", ""value"": ""Acrylic Silver Shining Lobo At Front And Down""}, {""key"": ""Pattern"", ""value"": ""Self Design""}, {""key"": ""Occasion"", ""value"": ""Party""}, {""key"": ""Ideal For"", ""value"": ""Men's""}, {""value"": ""1 Cap""}, {""key"": ""Style Code"", ""value"": ""TRUKFIT""}, {""value"": ""Wash With Hand""}]","Flipkart Products, PromptCloud / PromptCloudHQ, version 1, via Kaggle",https://creativecommons.org/licenses/by-sa/4.0/,https://www.kaggle.com/datasets/PromptCloudHQ/flipkart-products,,,,,,,,flipkart_party:CAPE8HYQSXRDAGGC,keep,large_product_lettering,,2f7c6bef01515a107404de2f4f6b5e9fc05c05e972067348ce9f0d5ef729a065,366124ec37d628634bb55ff06e7e75fc50327d81b0d5251cf0c3cf27494778dc,54755514890510ac7db8e5d42609984664948022699de85fd464fa6a153700ef,5c3cf4235d20d37024e1af2359c435254ac4dea5420cc15c2a48c06cb7ebc87b,c08f81899999431e,ffe3e0f8c8c8e1df,03008f81991b2c01,ffffe1c0c000ffff,ce8f81899999431e,ffe1e0f8c8c8e1ff,729,532,external_family_385df891e0040464c237,False,,True
flipkart_party,SNDEDSCEVHNXMTKU,flipkart_meta_d100de7396284c5b,Brood Women Flats,Flats,Party,"[""Party""]",source_exact_occasion,http://www.flipkart.com/brood-women-flats/p/itmedpae9q4segty?pid=SNDEDSCEVHNXMTKU,http://img5a.flixcart.com/image/sandal/t/k/u/purple-101-brood-39-original-imaeckfqhtz2k2hx.jpeg,data/external/rare_usage_20260906/flipkart_party/originals/SNDEDSCEVHNXMTKU.image,c58b08c24df204329d2a356c9db45a5d49c8abde0695068bdc9619bdaf214297,1406,652,Publisher metadata CC BY-SA 4.0; remote photo rights scope not established,c593c8fa6ec3f7546a292b96f494e12a,Footwear >> Women's Footwear >> Flats,"[{""key"": ""Ideal For"", ""value"": ""Women""}, {""key"": ""Occasion"", ""value"": ""Party""}, {""key"": ""Number of Contents in Sales Package"", ""value"": ""Pack of 1""}, {""key"": ""Type"", ""value"": ""Flats""}, {""key"": ""Heel Height"", ""value"": ""1 inch""}, {""key"": ""Outer Material"", ""value"": ""Leather""}, {""key"": ""Color"", ""value"": ""Purple""}, {""value"": ""2 Sandals""}]","Flipkart Products, PromptCloud / PromptCloudHQ, version 1, via Kaggle",https://creativecommons.org/licenses/by-sa/4.0/,https://www.kaggle.com/datasets/PromptCloudHQ/flipkart-products,,,,,,,,flipkart_party:SNDEDSCEVHNXMTKU,keep,single_product_presentation,,c58b08c24df204329d2a356c9db45a5d49c8abde0695068bdc9619bdaf214297,7f63279d07dcc844f130f044e99ebecf5deb6b1343a9b3cdb9273b1144b793f3,08f1019b84cfe384543fafee203275d06e3d113a6b125cdea488dbfa393f027f,809bfb942aaa5111cadf18f6b92807e40ad3f3c1d204d81f60e6d85f01ea992a,47ce9e5a2f961947,f707070fc3c0e0e1,4400c55e1f072003,fffff70380e1ffff,47ce9e5a2f961947,f707070fc3c0e0e1,1406,652,external_family_61960c0aae92db98f92a,False,,True
flipkart_party,SHOEJDYYRGWZZBM6,flipkart_meta_df8ca6109bd5801c,Brandvilla Brandvilla Loafers,Formal Shoes,Party,"[""Party""]",source_exact_occasion,http://www.flipkart.com/brandvilla-loafers/p/itmejdyywgqmrf5z?pid=SHOEJDYYRGWZZBM6,http://img6a.flixcart.com/image/shoe/b/m/6/black-bvsln132-01-brandvilla-10-1000x1000-imaej94n4pnfr7gp.jpeg,data/external/rare_usage_20260906/flipkart_party/originals/SHOEJDYYRGWZZBM6.image,8b30066406c1bea6ec500558ef086043773c72b479e896ca05f0ef241aeba69f,1000,611,Publisher metadata CC BY-SA 4.0; remote photo rights scope not established,2f48ac21bf019590a58df463924e0167,Footwear >> Men's Footwear >> Formal Shoes >> Brandvilla Formal Shoes >> Brandvilla Brandvilla Loafers,"[{""key"": ""Ideal For"", ""value"": ""Men""}, {""key"": ""Occasion"", ""value"": ""Party""}, {""key"": ""Sole Material"", ""value"": ""TPR""}, {""key"": ""Closure"", ""value"": ""Slip On""}, {""key"": ""Heel Height"", ""value"": ""1 inch""}, {""key"": ""Outer Material"", ""value"": ""Synthetic Leather""}, {""key"": ""Color"", ""value"": ""Black""}, {""key"": ""Care Instructions"", ""value"": ""Do not Wash or Bleach. Clean with Soft Cloth""}]","Flipkart Products, PromptCloud / PromptCloudHQ, version 1, via Kaggle",https://creativecommons.org/licenses/by-sa/4.0/,https://www.kaggle.com/datasets/PromptCloudHQ/flipkart-products,,,,,,,,flipkart_party:SHOEJDYYRGWZZBM6,withhold,single_product_presentation,"Unresolved source product-type mismatch (6,7), or small top competing with full outfit at 60x80 (15,49,69)",8b30066406c1bea6ec500558ef086043773c72b479e896ca05f0ef241aeba69f,738af2ea1cb531c530bec66679d88fa29e17e2f5511761cf8969a3f1b439873d,d15c4e6fc25a0799d56cb6e6ddb8b130a11b4c561b221c12d9740043bfe66926,2a09c8f0fa8f8b31332719f3fab77640292e1d8246a59e0ec0590f57096b0264,7a6d6ee7d3341987,bf8f07030180c1e3,8c036c6f13078019,ffff870300c1ffff,7a6d6ee7d3341987,bf8f07030180c1e3,1000,611,external_family_6d83f663bcfe8387afca,False,"Unresolved source product-type mismatch (6,7), or small top competing with full outfit at 60x80 (15,49,69)",False
flipkart_party,SHOEFRUPFECAZYBS,flipkart_meta_f6dd0080424675a8,Pavers England Party Wear,Casual Shoes,Party,"[""Party""]",source_exact_occasion,http://www.flipkart.com/pavers-england-party-wear/p/itmefrupeayh5zvt?pid=SHOEFRUPFECAZYBS,http://img5a.flixcart.com/image/shoe/m/e/h/black-hllfs5207-pavers-england-7-original-imaefn9ksg4zragz.jpeg,data/external/rare_usage_20260906/flipkart_party/originals/SHOEFRUPFECAZYBS.image,c94f06b4ec1ef709d3a00da84e9525d776f68b3e95a51c873e45f4bb585c332a,3922,2536,Publisher metadata CC BY-SA 4.0; remote photo rights scope not established,b730bbc30c8745fdd0e6bd8737aaf088,Footwear >> Women's Footwear >> Casual Shoes >> Loafers >> Pavers England Party Wear,"[{""key"": ""Ideal For"", ""value"": ""Women""}, {""key"": ""Occasion"", ""value"": ""Party""}, {""key"": ""Sole Material"", ""value"": ""PU""}, {""key"": ""Heel Height"", ""value"": ""2.25 inch""}, {""key"": ""Outer Material"", ""value"": ""Patent Leather""}, {""key"": ""Color"", ""value"": ""BLACK""}]","Flipkart Products, PromptCloud / PromptCloudHQ, version 1, via Kaggle",https://creativecommons.org/licenses/by-sa/4.0/,https://www.kaggle.com/datasets/PromptCloudHQ/flipkart-products,,,,,,,,flipkart_party:SHOEFRUPFECAZYBS,withhold,single_product_presentation,"Unresolved source product-type mismatch (6,7), or small top competing with full outfit at 60x80 (15,49,69)",c94f06b4ec1ef709d3a00da84e9525d776f68b3e95a51c873e45f4bb585c332a,e160f3aab69f7a224aca8f1c98fb026e9d371dbfe52ff107801a72dfbd0f5e2a,b114b6118e09dd11e213ca754777180a8ebc95bf7789599be94ed36a8d3887ae,ac114688d38ce7d9c5d83322a0125e7c69acdea03f8b3d683edc1443dc817de7,6834363132130d07,bf9f9f8fcfc1e1e1,3000773013470008,ffff9f8f81e0ffff,6834363912130d07,bf9f8f8fcfc1e0e1,3922,2536,external_family_01eadc01ea80b108246d,False,"Unresolved source product-type mismatch (6,7), or small top competing with full outfit at 60x80 (15,49,69)",False
flipkart_party,BRAEBGGVYKJZAZYV,flipkart_meta_007957e257211524,Glus Perfect Body Women's T-Shirt Bra,Bra,Party,"[""Party""]",source_exact_occasion,http://www.flipkart.com/glus-perfect-body-women-s-t-shirt-bra/p/itmebggvszmgytqp?pid=BRAEBGGVYKJZAZYV,http://img5a.flixcart.com/image/bra/z/y/v/gp8056pk-glus-34b-original-imaebg5egph3jpps.jpeg,data/external/rare_usage_20260906/flipkart_party/originals/BRAEBGGVYKJZAZYV.image,7f9778f930b31fa079ed6e6c060e57694224546dfe2a678a7c665226064301ed,1500,1000,Publisher metadata CC BY-SA 4.0; remote photo rights scope not established,4249b94d1fd68435549cf98140faad84,"Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Glus Bras","[{""key"": ""Brand Color"", ""value"": ""Pink""}, {""key"": ""color"", ""value"": ""Pink""}, {""key"": ""Pattern"", ""value"": ""Solid""}, {""key"": ""Occasion"", ""value"": ""Party""}, {""key"": ""Ideal For"", ""value"": ""Women's""}, {""key"": ""Inner Lining"", ""value"": ""Polycotton""}, {""key"": ""Wire Support"", ""value"": ""Underwire""}, {""key"": ""Other Bra Details"", ""value"": ""Perfect T-Shirt Bra- No Show Through""}, {""key"": ""Detachable Straps"", ""value"": ""No""}, {""key"": ""Straps"", ""value"": ""Regular""}, {""key"": ""Number of Contents in Sales Package"", ""value"": ""Pack of 1""}, {""key"": ""Cup Type"", ""value"": ""Soft Padded Cups""}, {""key"": ""Fabric"", ""value"": ""Polycotton""}, {""key"": ""Seam Type"", ""value"": ""Seamless""}, {""key"": ""Type"", ""value"": ""T-Shirt Bra""}, {""key"": ""Design"", ""value"": ""Balconette Underwire Bra in Solid Pattern.""}, {""value"": ""1 Bra""}, {""value"": ""Designer Invisible Bra - No Showthrough ,regular Straps.Ideal to wear under tight fitiing outfits like T-shirts,kurtis, western dresses.""}, {""value"": ""Gentle Machine Wash in Lukewarm Water, Do Not Bleach""}]","Flipkart Products, PromptCloud / PromptCloudHQ, version 1, via Kaggle",https://creativecommons.org/licenses/by-sa/4.0/,https://www.kaggle.com/datasets/PromptCloudHQ/flipkart-products,,,,,,,,flipkart_party:BRAEBGGVYKJZAZYV,keep,single_product_presentation,,7f9778f930b31fa079ed6e6c060e57694224546dfe2a678a7c665226064301ed,7012a5514406196233b6281f4e79aac637c823ce2beaa5a9dc989af292a0789d,a0acc2494f8c11726fda9bf8ff1bce4254516eda38083771298eca3db131f77b,387383094552765178fbbbf1bd480a35aced56c07b37f8b0319f5d3fee0314d5,2b2b2b2b33333333,ffffffffdb818183,00202b2333330012,ffffffff8181ffff,5454544471717173,ffffffff3d180000,1500,1000,external_family_586d13c951d93b15f8d9,False,,True
flipkart_party,SNDECCCGM2TCHBWG,flipkart_meta_022b1d6174f98096,Pantof Women Wedges,Heels,Party,"[""Party""]",source_exact_occasion,http://www.flipkart.com/pantof-women-wedges/p/itmeccchhhzgqgep?pid=SNDECCCGM2TCHBWG,http://img6a.flixcart.com/image/sandal/s/g/b/1325-black-1325blk-pantof-36-original-imaecc6khvjrwz6h.jpeg,data/external/rare_usage_20260906/flipkart_party/originals/SNDECCCGM2TCHBWG.image,19394e8c83a9595daf31a545a2187964cd9a95b8ee9bf3242812ec03bbc480ec,1355,1136,Publisher metadata CC BY-SA 4.0; remote photo rights scope not established,9447441913a89b88d93b752a174e175e,Footwear >> Women's Footwear >> Wedges,"[{""key"": ""Ideal For"", ""value"": ""Women""}, {""key"": ""Occasion"", ""value"": ""Party""}, {""key"": ""Type"", ""value"": ""Wedges""}, {""key"": ""Heel Height"", ""value"": ""3 inch""}, {""key"": ""Outer Material"", ""value"": ""Patent Leather""}, {""key"": ""Color"", ""value"": ""1325, Black""}]","Flipkart Products, PromptCloud / PromptCloudHQ, version 1, via Kaggle",https://creativecommons.org/licenses/by-sa/4.0/,https://www.kaggle.com/datasets/PromptCloudHQ/flipkart-products,,,,,,,,flipkart_party:SNDECCCGM2TCHBWG,keep,single_product_presentation,,19394e8c83a9595daf31a545a2187964cd9a95b8ee9bf3242812ec03bbc480ec,d8720e5f00f5e40979708bc079b1df99be450f0720790bd5f89bdc5dc62e5a20,3668bdbb73c17506a0a3a37f5f807e321119460d7467b638fa1d862daa7cff9a,6c3e97c02cae34e8fb563baa75a7716be24de6f2e46633421762c95878f26242,1a2abd5d1e1b110f,dfdfcf0f8f81c0e3,001cab1c1f190e20,ffdfcf070180f7ff,1a2aad5d1e19110e,cfdfcf0f8f81c0e3,1355,1136,external_family_2284adb6a6aa711b6b92,False,,True
flipkart_party,SHODX6XFHPZUHNDX,flipkart_meta_05430a34a91febc5,Allen Cooper 4511 Party Wear,Casual Shoes,Party,"[""Party""]",source_exact_occasion,http://www.flipkart.com/allen-cooper-4511-party-wear/p/itmdx6xfjptdwfdb?pid=SHODX6XFHPZUHNDX,http://img5a.flixcart.com/image/shoe/2/k/n/black-125-allen-cooper-8-1100x1360-imadx7xxnmcymfhy.jpeg,data/external/rare_usage_20260906/flipkart_party/originals/SHODX6XFHPZUHNDX.image,3f2cfb7c7b6a337e602793a49d96a51267d029451eff5b3a44df04603c5cdf7e,1100,486,Publisher metadata CC BY-SA 4.0; remote photo rights scope not established,a1153b088d7db65aa00a1e0bd0c8b5c8,Footwear >> Men's Footwear >> Casual Shoes >> Allen Cooper Casual Shoes,"[{""key"": ""Ideal For"", ""value"": ""Men""}, {""key"": ""Occasion"", ""value"": ""Party""}, {""key"": ""Outer Material"", ""value"": ""Leather""}, {""key"": ""Color"", ""value"": ""Black""}, {""value"": ""Shoe""}]","Flipkart Products, PromptCloud / PromptCloudHQ, version 1, via Kaggle",https://creativecommons.org/licenses/by-sa/4.0/,https://www.kaggle.com/datasets/PromptCloudHQ/flipkart-products,,,,,,,,flipkart_party:SHODX6XFHPZUHNDX,keep,single_product_presentation,,3f2cfb7c7b6a337e602793a49d96a51267d029451eff5b3a44df04603c5cdf7e,8e4a5e79c359dbf058ab13478228fcd19aa9951c53fb2230315b5330f6224293,f4014f9b26753ee7ca2f23e00d0ba398678608c06bae934e1cda6592cceefca3,cfe885e9bf3ee8357e09cc92c6c1ac7f542250f866cb510dd3513c67b6a15b43,da5a6d6e26795b03,ff0f0f07000001e1,5804587e07030003,ffff7f0700e1ffff,da5a6d6e26795b03,ff0f0f07000001e1,1100,486,external_family_a3a9ffc6453c9de68512,False,,True
