source,source_id,source_group_id,source_title,source_article_type,source_label,label_evidence,label_strength,source_url,image_url,original_path,original_sha256,width,height,rights_basis,source_record_id,source_category_path,source_specs,attribution,license_url,dataset_url,source_category,source_brand,image_format,main_image_id,source_model_number,mixed_use,visual_qa_flags,external_id,visual_decision,visual_flags,selection_reason,file_sha256,pixel_sha256,view_pixel_sha256,crop_pixel_sha256,dhash_hex,ahash_hex,view_dhash_hex,view_ahash_hex,crop_dhash_hex,crop_ahash_hex,original_width,original_height,external_group_id,teacher_overlap,admission_reason,accepted
flipkart_party,SHOEJDYYRGWZZBM6,flipkart_meta_df8ca6109bd5801c,Brandvilla Brandvilla Loafers,Formal Shoes,Party,"[""Party""]",source_exact_occasion,http://www.flipkart.com/brandvilla-loafers/p/itmejdyywgqmrf5z?pid=SHOEJDYYRGWZZBM6,http://img6a.flixcart.com/image/shoe/b/m/6/black-bvsln132-01-brandvilla-10-1000x1000-imaej94n4pnfr7gp.jpeg,data/external/rare_usage_20260906/flipkart_party/originals/SHOEJDYYRGWZZBM6.image,8b30066406c1bea6ec500558ef086043773c72b479e896ca05f0ef241aeba69f,1000,611,Publisher metadata CC BY-SA 4.0; remote photo rights scope not established,2f48ac21bf019590a58df463924e0167,Footwear >> Men's Footwear >> Formal Shoes >> Brandvilla Formal Shoes >> Brandvilla Brandvilla Loafers,"[{""key"": ""Ideal For"", ""value"": ""Men""}, {""key"": ""Occasion"", ""value"": ""Party""}, {""key"": ""Sole Material"", ""value"": ""TPR""}, {""key"": ""Closure"", ""value"": ""Slip On""}, {""key"": ""Heel Height"", ""value"": ""1 inch""}, {""key"": ""Outer Material"", ""value"": ""Synthetic Leather""}, {""key"": ""Color"", ""value"": ""Black""}, {""key"": ""Care Instructions"", ""value"": ""Do not Wash or Bleach. Clean with Soft Cloth""}]","Flipkart Products, PromptCloud / PromptCloudHQ, version 1, via Kaggle",https://creativecommons.org/licenses/by-sa/4.0/,https://www.kaggle.com/datasets/PromptCloudHQ/flipkart-products,,,,,,,,flipkart_party:SHOEJDYYRGWZZBM6,withhold,single_product_presentation,"Unresolved source product-type mismatch (6,7), or small top competing with full outfit at 60x80 (15,49,69)",8b30066406c1bea6ec500558ef086043773c72b479e896ca05f0ef241aeba69f,738af2ea1cb531c530bec66679d88fa29e17e2f5511761cf8969a3f1b439873d,d15c4e6fc25a0799d56cb6e6ddb8b130a11b4c561b221c12d9740043bfe66926,2a09c8f0fa8f8b31332719f3fab77640292e1d8246a59e0ec0590f57096b0264,7a6d6ee7d3341987,bf8f07030180c1e3,8c036c6f13078019,ffff870300c1ffff,7a6d6ee7d3341987,bf8f07030180c1e3,1000,611,external_family_6d83f663bcfe8387afca,False,"Unresolved source product-type mismatch (6,7), or small top competing with full outfit at 60x80 (15,49,69)",False
flipkart_party,SHOEFRUPFECAZYBS,flipkart_meta_f6dd0080424675a8,Pavers England Party Wear,Casual Shoes,Party,"[""Party""]",source_exact_occasion,http://www.flipkart.com/pavers-england-party-wear/p/itmefrupeayh5zvt?pid=SHOEFRUPFECAZYBS,http://img5a.flixcart.com/image/shoe/m/e/h/black-hllfs5207-pavers-england-7-original-imaefn9ksg4zragz.jpeg,data/external/rare_usage_20260906/flipkart_party/originals/SHOEFRUPFECAZYBS.image,c94f06b4ec1ef709d3a00da84e9525d776f68b3e95a51c873e45f4bb585c332a,3922,2536,Publisher metadata CC BY-SA 4.0; remote photo rights scope not established,b730bbc30c8745fdd0e6bd8737aaf088,Footwear >> Women's Footwear >> Casual Shoes >> Loafers >> Pavers England Party Wear,"[{""key"": ""Ideal For"", ""value"": ""Women""}, {""key"": ""Occasion"", ""value"": ""Party""}, {""key"": ""Sole Material"", ""value"": ""PU""}, {""key"": ""Heel Height"", ""value"": ""2.25 inch""}, {""key"": ""Outer Material"", ""value"": ""Patent Leather""}, {""key"": ""Color"", ""value"": ""BLACK""}]","Flipkart Products, PromptCloud / PromptCloudHQ, version 1, via Kaggle",https://creativecommons.org/licenses/by-sa/4.0/,https://www.kaggle.com/datasets/PromptCloudHQ/flipkart-products,,,,,,,,flipkart_party:SHOEFRUPFECAZYBS,withhold,single_product_presentation,"Unresolved source product-type mismatch (6,7), or small top competing with full outfit at 60x80 (15,49,69)",c94f06b4ec1ef709d3a00da84e9525d776f68b3e95a51c873e45f4bb585c332a,e160f3aab69f7a224aca8f1c98fb026e9d371dbfe52ff107801a72dfbd0f5e2a,b114b6118e09dd11e213ca754777180a8ebc95bf7789599be94ed36a8d3887ae,ac114688d38ce7d9c5d83322a0125e7c69acdea03f8b3d683edc1443dc817de7,6834363132130d07,bf9f9f8fcfc1e1e1,3000773013470008,ffff9f8f81e0ffff,6834363912130d07,bf9f8f8fcfc1e0e1,3922,2536,external_family_01eadc01ea80b108246d,False,"Unresolved source product-type mismatch (6,7), or small top competing with full outfit at 60x80 (15,49,69)",False
flipkart_party,SNDEHZHVMR3XPBST,flipkart_meta_100863f1b4554cf4,Style World Women Heels,Heels,Party,"[""Party""]",source_exact_occasion,http://www.flipkart.com/style-world-women-heels/p/itmehzhvurnvgkbf?pid=SNDEHZHVMR3XPBST,http://img6a.flixcart.com/image/sandal/b/s/t/black-sw-1008-style-world-11-original-imaeh255sdyhtppg.jpeg,data/external/rare_usage_20260906/flipkart_party/originals/SNDEHZHVMR3XPBST.image,90a4c875b060ddf0b941cb995eacadc807c5874364ac84114a45b1a263b3cbee,1010,957,Publisher metadata CC BY-SA 4.0; remote photo rights scope not established,9d58219bb550aa4e94e29738061c91c1,Footwear >> Women's Footwear >> Heels >> Style World Women Heels,"[{""key"": ""Occasion"", ""value"": ""Party""}, {""key"": ""Ideal For"", ""value"": ""Women""}, {""key"": ""Type"", ""value"": ""Heels""}, {""key"": ""Heel Height"", ""value"": ""1.5 inch""}, {""key"": ""Outer Material"", ""value"": ""Synthetic Leather""}, {""key"": ""Color"", ""value"": ""Black""}]","Flipkart Products, PromptCloud / PromptCloudHQ, version 1, via Kaggle",https://creativecommons.org/licenses/by-sa/4.0/,https://www.kaggle.com/datasets/PromptCloudHQ/flipkart-products,,,,,,,,flipkart_party:SNDEHZHVMR3XPBST,withhold,mapped_Heels_may_be_flat_or_low_wedge_review_type,Collage or unresolved source product-type mismatch,90a4c875b060ddf0b941cb995eacadc807c5874364ac84114a45b1a263b3cbee,ebbee6c5898338fd00d4214a8e41f9bd54c3bea540972512138d11da13af830b,33f9e0341439b5810e5042a3e297ecceb12184c7beb457fb704e44a97aaf74ef,a210bf57a1bfeda68320dd0248041c3e15e113426eb729e926b0b54a64cd6413,076b3b09391b169c,fff9898080c1c3c7,34036b3919171c01,ffff8980c0c3c7ff,034b3b093913171c,fff9098080c1c3c7,1010,957,external_family_31a662cf83d16400ea2f,False,Collage or unresolved source product-type mismatch,False
flipkart_party,TOPEBABFMZ2GSC2G,flipkart_meta_159c8a758fb962b1,Only Party Short Sleeve Solid Women's Top,Tops,Party,"[""Party""]",source_exact_occasion,http://www.flipkart.com/only-party-short-sleeve-solid-women-s-top/p/itmebabfzvp38pgh?pid=TOPEBABFMZ2GSC2G,http://img5a.flixcart.com/image/top/5/v/z/1-1-15111997-peacoat-only-38-original-imaeb9kapud3mwsh.jpeg,data/external/rare_usage_20260906/flipkart_party/originals/TOPEBABFMZ2GSC2G.image,e433dc8e127bd29f494ad791f9e49f37f83ac8a668d500bfe448564acd495da9,402,1346,Publisher metadata CC BY-SA 4.0; remote photo rights scope not established,beb241345dac78fafa6acf7541ba1cbe,"Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Only Tops","[{""key"": ""Sleeve"", ""value"": ""Short Sleeve""}, {""key"": ""Number of Contents in Sales Package"", ""value"": ""Pack of 1""}, {""key"": ""Fabric"", ""value"": ""100% Polyester""}, {""key"": ""Type"", ""value"": ""Top""}, {""key"": ""Neck"", ""value"": ""Round Neck""}, {""key"": ""Pattern"", ""value"": ""Solid""}, {""key"": ""Occasion"", ""value"": ""Party""}, {""key"": ""Ideal For"", ""value"": ""Women's""}, {""value"": ""Top""}]","Flipkart Products, PromptCloud / PromptCloudHQ, version 1, via Kaggle",https://creativecommons.org/licenses/by-sa/4.0/,https://www.kaggle.com/datasets/PromptCloudHQ/flipkart-products,,,,,,,,flipkart_party:TOPEBABFMZ2GSC2G,withhold,model_worn_outfit_context,"Unresolved source product-type mismatch (6,7), or small top competing with full outfit at 60x80 (15,49,69)",e433dc8e127bd29f494ad791f9e49f37f83ac8a668d500bfe448564acd495da9,20c07344ca4b35ca54f9ef948381987679c456f7dced3459db9d229bcb3e2125,0af0547fc384c80aea10c5a340a0d6d97d38f63f3ed8bf4baa677960ad20f745,20c07344ca4b35ca54f9ef948381987679c456f7dced3459db9d229bcb3e2125,0e0f170f1393164e,f78181c1c1c3e3f7,0d0f8e8e4d4d4d0d,f7e7c3e3e7e7e7e7,0e0f170f1393164e,f78181c1c1c3e3f7,402,1346,external_family_2f0393aac8182c7d10bd,False,"Unresolved source product-type mismatch (6,7), or small top competing with full outfit at 60x80 (15,49,69)",False
flipkart_party,SNDEJS7AGFRYHWGV,flipkart_meta_25ba6c9369b178eb,Reyes Reales Women Wedges,Heels,Party,"[""Party""]",source_exact_occasion,http://www.flipkart.com/reyes-reales-women-wedges/p/itmejs7aq93kfh8f?pid=SNDEJS7AGFRYHWGV,http://img6a.flixcart.com/image/sandal/b/g/t/white-rr-37-reyes-reales-10-1000x1000-imaejryyer7jssde.jpeg,data/external/rare_usage_20260906/flipkart_party/originals/SNDEJS7AGFRYHWGV.image,09f8d85f3152e6e176870567654cf5d75cc269236d061a4fd200056380025f3f,1000,509,Publisher metadata CC BY-SA 4.0; remote photo rights scope not established,5960813d1769f356916799460b736681,Footwear >> Women's Footwear >> Wedges >> Reyes Reales Women Wedges,"[{""key"": ""Occasion"", ""value"": ""Party""}, {""key"": ""Ideal For"", ""value"": ""Women""}, {""key"": ""Weight"", ""value"": "".150 g (per single Sandal) - Weight of the product may vary depending on size.""}, {""key"": ""Type"", ""value"": ""Wedges""}, {""key"": ""Heel Height"", ""value"": ""0 inch""}, {""key"": ""Outer Material"", ""value"": ""Synthetic Leather""}, {""key"": ""Color"", ""value"": ""White""}]","Flipkart Products, PromptCloud / PromptCloudHQ, version 1, via Kaggle",https://creativecommons.org/licenses/by-sa/4.0/,https://www.kaggle.com/datasets/PromptCloudHQ/flipkart-products,,,,,,,,flipkart_party:SNDEJS7AGFRYHWGV,withhold,mapped_Heels_may_be_flat_or_low_wedge_review_type,Collage or unresolved source product-type mismatch,09f8d85f3152e6e176870567654cf5d75cc269236d061a4fd200056380025f3f,a38988929b82087a148c194232316d873fecd83779488fcd85ca5f6657067cb8,be8cdf3b828050c6052272a634f1b61a62f60aff843e46471f6771035437b8ba,a38988929b82087a148c194232316d873fecd83779488fcd85ca5f6657067cb8,1726850c15a78c7b,fbf3f0c080030f0f,041007050f780118,fffff1c0000fffff,1726850c15a78c7b,fbf3f0c080030f0f,1000,509,external_family_ce46bb527b2c8aeece7c,False,Collage or unresolved source product-type mismatch,False
flipkart_party,SNDEGR5WFMG4YGHZ,flipkart_meta_39944e366e5a1170,AROVI Women Heels,Heels,Party,"[""Party""]",source_exact_occasion,http://www.flipkart.com/arovi-women-heels/p/itmegr5w6gzbjgd6?pid=SNDEGR5WFMG4YGHZ,http://img6a.flixcart.com/image/sandal/z/c/n/black-arsendl254-arovi-11-original-imaegpz5fzzes9yc.jpeg,data/external/rare_usage_20260906/flipkart_party/originals/SNDEGR5WFMG4YGHZ.image,88bba91bb81bca21ae641ddba7acf8e870d5a2423aeaac746a8d354b65f7bf3c,1400,801,Publisher metadata CC BY-SA 4.0; remote photo rights scope not established,d34915685af18b664f83583cae2235ba,Footwear >> Women's Footwear >> Heels >> AROVI Women Heels,"[{""key"": ""Occasion"", ""value"": ""Party""}, {""key"": ""Ideal For"", ""value"": ""Women""}, {""key"": ""Type"", ""value"": ""Heels""}, {""key"": ""Heel Height"", ""value"": ""1 inch""}, {""key"": ""Outer Material"", ""value"": ""PVC""}, {""key"": ""Color"", ""value"": ""BLACK""}]","Flipkart Products, PromptCloud / PromptCloudHQ, version 1, via Kaggle",https://creativecommons.org/licenses/by-sa/4.0/,https://www.kaggle.com/datasets/PromptCloudHQ/flipkart-products,,,,,,,,flipkart_party:SNDEGR5WFMG4YGHZ,withhold,mapped_Heels_may_be_flat_or_low_wedge_review_type,Collage or unresolved source product-type mismatch,88bba91bb81bca21ae641ddba7acf8e870d5a2423aeaac746a8d354b65f7bf3c,305afc1753aa218687ffbf250ca56735c5cf0985854ff392f5a0c2175e9df42b,9a8f3170a557e31836e8e50a00305d3d9655ec80cd9811d61b63e17e2de58be8,b99800bc39e3fb8a57295a11bba36ed27d7b67722fa5e068d7abe70f73f1ba45,5d9f169b5b05379f,efefdf4f0180c0c7,04011c9f15178026,ffffc70100c1ffff,5d9f169b5905379f,efefdf4f0180c0c7,1400,801,external_family_c0da7291343207ddd40f,False,Collage or unresolved source product-type mismatch,False
flipkart_party,TOPEHZPAMBSJYWZF,flipkart_meta_69f4a9b44b835232,FATEN Party Sleeveless Embellished Women's Top,Tops,Party,"[""Party""]",source_exact_occasion,http://www.flipkart.com/faten-party-sleeveless-embellished-women-s-top/p/itmehzpamxkptnj6?pid=TOPEHZPAMBSJYWZF,http://img6a.flixcart.com/image/top/k/a/g/10049-ivory-faten-s-original-imaehzzne3pzmaxf.jpeg,data/external/rare_usage_20260906/flipkart_party/originals/TOPEHZPAMBSJYWZF.image,5e69f20c8998d9dcf47557fe21b339eba4b0becbe77046be51d9f5adb688d9b0,471,1843,Publisher metadata CC BY-SA 4.0; remote photo rights scope not established,4a4fd764ddbf4f494bf722aa78df1e18,"Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> FATEN Tops >> FATEN Party Sleeveless Embellished Women's Top","[{""key"": ""Sleeve"", ""value"": ""Sleeveless""}, {""key"": ""Number of Contents in Sales Package"", ""value"": ""Pack of 1""}, {""key"": ""Belt Included"", ""value"": ""No""}, {""key"": ""Fabric"", ""value"": ""NET""}, {""key"": ""Type"", ""value"": ""Top""}, {""key"": ""Neck"", ""value"": ""Round Neck""}, {""key"": ""Pattern"", ""value"": ""Embellished""}, {""key"": ""Occasion"", ""value"": ""Party""}, {""key"": ""Ideal For"", ""value"": ""Women's""}, {""value"": ""1 top""}, {""value"": ""FULL SEQUENCE WORK""}, {""value"": ""DRY CLEAN ONLY""}]","Flipkart Products, PromptCloud / PromptCloudHQ, version 1, via Kaggle",https://creativecommons.org/licenses/by-sa/4.0/,https://www.kaggle.com/datasets/PromptCloudHQ/flipkart-products,,,,,,,,flipkart_party:TOPEHZPAMBSJYWZF,withhold,model_worn_outfit_context,"Unresolved source product-type mismatch (6,7), or small top competing with full outfit at 60x80 (15,49,69)",5e69f20c8998d9dcf47557fe21b339eba4b0becbe77046be51d9f5adb688d9b0,d02155aab6a36811f87618c3e14436b0f8d062ad3e40a8b2acdd6aa6f7da29e4,0d33f1c0686b36da37f4e88459c6153902febe5daaf12f9b9a12415fa56a975b,d02155aab6a36811f87618c3e14436b0f8d062ad3e40a8b2acdd6aa6f7da29e4,1633332f4767666d,c3cb01808113b7bf,4d4d0d0e4d0d1d18,e7e7c7e7e7c7c7ef,1633332f4767666d,c3cb01808113b7bf,471,1843,external_family_66bf178ff4d8d15aa1af,False,"Unresolved source product-type mismatch (6,7), or small top competing with full outfit at 60x80 (15,49,69)",False
flipkart_party,SNDEBGHCD3C9PY3F,flipkart_meta_6d3b36fc5f499bdb,Metro Women Wedges,Heels,Party,"[""Party""]",source_exact_occasion,http://www.flipkart.com/metro-women-wedges/p/itmebghb6fdpgvkf?pid=SNDEBGHCD3C9PY3F,http://img6a.flixcart.com/image/sandal/y/3/f/45-blue-35-2135-metro-38-original-imaebg4x8njpgh9r.jpeg,data/external/rare_usage_20260906/flipkart_party/originals/SNDEBGHCD3C9PY3F.image,5b30cad421de7a04a6793408f257626eb6da08ce9d2f08d39ad723715b55f8a7,1312,729,Publisher metadata CC BY-SA 4.0; remote photo rights scope not established,77307466bce398dee051d7f5a4bed5dc,Footwear >> Women's Footwear >> Wedges,"[{""key"": ""Ideal For"", ""value"": ""Women""}, {""key"": ""Occasion"", ""value"": ""Party""}, {""key"": ""Sole Material"", ""value"": ""TPR""}, {""key"": ""Type"", ""value"": ""Wedges""}, {""key"": ""Inner Material"", ""value"": ""Synthetic""}, {""key"": ""Heel Height"", ""value"": ""3 inch""}, {""key"": ""Outer Material"", ""value"": ""Synthetic""}, {""key"": ""Insole Material"", ""value"": ""Synthetic""}, {""key"": ""Color"", ""value"": ""45,Blue""}, {""key"": ""Care Instructions"", ""value"": ""Rotate your pair of shoes once every other day, allowing them to de-odorize and retain their shapes""}]","Flipkart Products, PromptCloud / PromptCloudHQ, version 1, via Kaggle",https://creativecommons.org/licenses/by-sa/4.0/,https://www.kaggle.com/datasets/PromptCloudHQ/flipkart-products,,,,,,,,flipkart_party:SNDEBGHCD3C9PY3F,withhold,mapped_Heels_may_be_flat_or_low_wedge_review_type,Collage or unresolved source product-type mismatch,5b30cad421de7a04a6793408f257626eb6da08ce9d2f08d39ad723715b55f8a7,92058986851a88ebfac49ad231297c8c75491cd39a42d89ef951afa43a41cd39,0c71b7c1a8fdbbe87aad1ee34b73b8a0f360d20f29dbb2295362e920f1d30054,92058986851a88ebfac49ad231297c8c75491cd39a42d89ef951afa43a41cd39,16363a1e4f290183,c7038f070180c0e1,0600161e0b034001,ffff030300e0ffff,16363a1e4f290183,c7038f070180c0e1,1312,729,external_family_6cebdbec70e0c712c331,False,Collage or unresolved source product-type mismatch,False
flipkart_party,BRAEDGQFWPFGVPNF,flipkart_meta_72747228d809731c,Nutex by Insaler Women's Full Coverage Bra,Bra,Party,"[""Party""]",source_exact_occasion,http://www.flipkart.com/nutex-insaler-women-s-full-coverage-bra/p/itmedgqfhwnkcz5e?pid=BRAEDGQFWPFGVPNF,http://img5a.flixcart.com/image/bra/j/g/t/sanbra001-set2-nutex-34-1000x1000-imaedgh97zhskgy8.jpeg,data/external/rare_usage_20260906/flipkart_party/originals/BRAEDGQFWPFGVPNF.image,81c66af95cbf8a55cb3ba1e4eaf02e6767d74939a97532e45614177508b58c8a,959,1000,Publisher metadata CC BY-SA 4.0; remote photo rights scope not established,c60cf3315184ae0e77aecf1cfe0db15b,"Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Nutex Bras","[{""value"": ""No Return""}, {""value"": ""Comfortable, Regular""}, {""value"": ""3 Bra""}, {""key"": ""Brand Color"", ""value"": ""Pink, Yellow, Orange""}, {""key"": ""color"", ""value"": ""Pink, Yellow, Orange""}, {""key"": ""Pattern"", ""value"": ""Floral Print""}, {""key"": ""Ideal For"", ""value"": ""Women's""}, {""key"": ""Occasion"", ""value"": ""Party""}, {""key"": ""Wire Support"", ""value"": ""Wirefree""}, {""key"": ""Inner Lining"", ""value"": ""Cotton Lining""}, {""key"": ""Straps"", ""value"": ""Regular""}, {""key"": ""Detachable Straps"", ""value"": ""No""}, {""key"": ""Other Bra Details"", ""value"": ""Coloured Bra, Panty""}, {""key"": ""Number of Contents in Sales Package"", ""value"": ""Pack of 3""}, {""key"": ""Fabric"", ""value"": ""Cotton""}, {""key"": ""Type"", ""value"": ""Full Coverage Bra""}, {""key"": ""Seam Type"", ""value"": ""Seamed""}, {""value"": ""Gentle Hand Wash in Lukewarm Water, Do Not Bleach""}]","Flipkart Products, PromptCloud / PromptCloudHQ, version 1, via Kaggle",https://creativecommons.org/licenses/by-sa/4.0/,https://www.kaggle.com/datasets/PromptCloudHQ/flipkart-products,,,,,,,,flipkart_party:BRAEDGQFWPFGVPNF,withhold,model_worn_outfit_context;collage_three_models_three_color_variants,Collage or unresolved source product-type mismatch,81c66af95cbf8a55cb3ba1e4eaf02e6767d74939a97532e45614177508b58c8a,015b60219617f6f48597b70822e80c161582ae21b820242ed74dab9fb2da55a1,8cae174cb0028cb27fd72b60b89b9e41bf5eea8a0a513260a38a7117b6294d85,015b60219617f6f48597b70822e80c161582ae21b820242ed74dab9fb2da55a1,663b1b6d2b33ca69,87c1efff03012faf,442f1b4f2b5b6867,ff83c9a701012fff,663b1b6d2b33ca69,87c1efff03012faf,959,1000,external_family_9782caa00d4a7b49a01b,False,Collage or unresolved source product-type mismatch,False
flipkart_party,SNDE6GFVKTW2HXRN,flipkart_meta_760c85fd2eefcb4c,Belson Black High Quality Comfort Slip-On Women Wedges,Heels,Party,"[""Party""]",source_exact_occasion,http://www.flipkart.com/belson-black-high-quality-comfort-slip-on-women-wedges/p/itme6gfvyue4znq4?pid=SNDE6GFVKTW2HXRN,http://img6a.flixcart.com/image/sandal/q/3/t/black-2302-belson-37-original-imae6gaqwkgfghzk.jpeg,data/external/rare_usage_20260906/flipkart_party/originals/SNDE6GFVKTW2HXRN.image,d099b29f39f7a8372992f2d11e45060ba595e420aa9a85add97e0bfc33376932,1263,779,Publisher metadata CC BY-SA 4.0; remote photo rights scope not established,6b94d676ba495bd00ec69541d36b4f84,Footwear >> Women's Footwear >> Wedges,"[{""key"": ""Ideal For"", ""value"": ""Women""}, {""key"": ""Occasion"", ""value"": ""Party""}, {""key"": ""Sole Material"", ""value"": ""PU""}, {""key"": ""Number of Contents in Sales Package"", ""value"": ""Pack of 1""}, {""key"": ""Weight"", ""value"": ""563 g (per single Sandal) - Weight of the product may vary depending on size.""}, {""key"": ""Type"", ""value"": ""Wedges""}, {""key"": ""Inner Material"", ""value"": ""Synthetic leather""}, {""key"": ""Heel Height"", ""value"": ""3 inch""}, {""key"": ""Outer Material"", ""value"": ""Satin""}, {""key"": ""Color"", ""value"": ""Black""}, {""value"": ""2 Sandals""}]","Flipkart Products, PromptCloud / PromptCloudHQ, version 1, via Kaggle",https://creativecommons.org/licenses/by-sa/4.0/,https://www.kaggle.com/datasets/PromptCloudHQ/flipkart-products,,,,,,,,flipkart_party:SNDE6GFVKTW2HXRN,withhold,mapped_Heels_may_be_flat_or_low_wedge_review_type,Collage or unresolved source product-type mismatch,d099b29f39f7a8372992f2d11e45060ba595e420aa9a85add97e0bfc33376932,682e2ec8fc9af5e423d9b35c39d811990b5549f1f1ca32e177f56a860fa49086,dc589b816bc149745126c4713eda55a8bb5d0a94c1cd55ffbe74742a999f3a18,495cb536e3132b8acd48b9338766f67edef240ab46055146f494a0af37cf96cc,62744676371d0723,bf3f378381c1e0f1,200264770707200d,ffff3f0380e0ffff,62744676371d0f27,bf3f378381c1e0f1,1263,779,external_family_9eba2be6004adcf535ac,False,Collage or unresolved source product-type mismatch,False
